name,tr_gap,tr_global_acc,tr_round,tr_seen_acc,tr_void_acc
GRID_ace_T50_seed12_d2_B3,0.2342125,0.2301,26,0.29345,0.2230125
GRID_ace_T50_seed12_d2_B3,0.2253,0.3202,27,0.36745,0.2432
GRID_ace_T50_seed12_d2_B3,0.2292875,0.4136,28,0.4649,0.3335875
GRID_ace_T50_seed12_d2_B3,0.189875,0.3895,29,0.46825,0.331375
GRID_ace_T50_seed12_d2_B3,0.216375,0.4096,30,0.4516000000000001,0.3196
GRID_ace_T50_seed12_d2_B3,0.1694125,0.4269,31,0.45495,0.2990124999999999
GRID_ace_T50_seed12_d2_B3,0.1966875,0.4495,32,0.48135,0.3154125
GRID_ace_T50_seed12_d2_B3,0.2090625,0.4297,33,0.4378,0.2691125
GRID_ace_T50_seed12_d2_B3,0.193925,0.4587,34,0.4683,0.2951750000000001
GRID_ace_T50_seed12_d2_B3,0.2413375,0.3115,35,0.4050499999999999,0.3019874999999999
GRID_ace_T50_seed12_d2_B3,0.2457375,0.3562,36,0.4246999999999999,0.2807624999999999
GRID_ace_T50_seed12_d2_B3,0.2165374999999999,0.3852,37,0.4463000000000001,0.3054875
GRID_ace_T50_seed12_d2_B3,0.2061875,0.4089,38,0.4811999999999999,0.3322625
GRID_ace_T50_seed12_d2_B3,0.1883375,0.396,39,0.43265,0.2968375
GRID_ace_T50_seed12_d2_B3,0.1721875,0.4044,40,0.4725,0.3383125
GRID_ace_T50_seed12_d2_B3,0.2261125,0.3818,41,0.4590499999999999,0.3306125
GRID_ace_T50_seed12_d2_B3,0.207375,0.4306,42,0.4871,0.34135
GRID_ace_T50_seed12_d2_B3,0.3160374999999999,0.437,43,0.511,0.3823125
GRID_ace_T50_seed12_d2_B3,0.2488249999999999,0.4676,44,0.49385,0.3457249999999999
GRID_ace_T50_seed12_d2_B3,0.2367375,0.428,45,0.50515,0.3502125
GRID_ace_T50_seed12_d2_B3,0.2465875,0.4903,46,0.5184,0.3407125
GRID_ace_T50_seed12_d2_B3,0.3162,0.4478,47,0.5221,0.374725
GRID_ace_T50_seed12_d2_B3,0.1891375,0.4376,48,0.48335,0.3384124999999999
GRID_ace_T50_seed12_d2_B3,0.336475,0.4641,49,0.52275,0.3697500000000001
GRID_ace_T50_seed12_d5_B1,0.2246499999999999,0.1646,0,0.2271999999999999,0.0851999999999999
